Product Name,ProductID,Actual price,Discount price,Stars,Rating,Reviews,Description,Link
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,COMGZW35W3DSJADN,89990.0,54990.0,3.9,7 Ratings,1 Reviews,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Warranty Term,https://www.flipkart.com/msi-cyborg-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a12ucx-264in-gaming-laptop/p/itm4d9f457aa0efc?pid=COMGZW35W3DSJADN&lid=LSTCOMGZW35W3DSJADNKVPOMQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKfA1Mg3xY0cYy3emDIjwtXUsIrvmZDrfSUszxrSxiZ3r_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,COMGZW37ZX66DBHF,83990.0,67990.0,NIL,NIL,NIL,Intel Core i7 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Warranty Term,https://www.flipkart.com/msi-thin-15-intel-core-i7-12th-gen-12650h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-b12ucx-1693in-gaming-laptop/p/itma7591f687acd9?pid=COMGZW37ZX66DBHF&lid=LSTCOMGZW37ZX66DBHFGOYMTM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKdnx8tk1-oNa324YhKPZ3d84Oob0UolonjoeNBXvw9JmPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,COMGJ75HJGFDJ6JN,49240.0,35660.0,4.2,"1,805 Ratings",143 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,https://www.flipkart.com/dell-inspiron-3520-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itm2d6ee1804748f?pid=COMGJ75HJGFDJ6JN&lid=LSTCOMGJ75HJGFDJ6JNHHR3RD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGJ75HJGFDJ6JN.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
Acer One (2024) Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) AO 14 Z 8-415 Thin a...,COMGPF5CQ7VDWDT4,43999.0,26990.0,4.2,"6,977 Ratings",596 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,https://www.flipkart.com/acer-one-2024-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-ao-14-z-8-415-thin-light-laptop/p/itm34f24cbac6f26?pid=COMGPF5CQ7VDWDT4&lid=LSTCOMGPF5CQ7VDWDT4PET780&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_4&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGPF5CQ7VDWDT4.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,COMGPYKZAWY8UX6C,59400.0,27989.0,4.2,"1,263 Ratings",113 Reviews,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD100.63 cm (39.62 cm) Display1 Year Onsite Warranty,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-g4-amn-1-thin-light-laptop/p/itm5819401743e27?pid=COMGPYKZAWY8UX6C&lid=LSTCOMGPYKZAWY8UX6CSCLSXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGPYKZAWY8UX6C.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light ...,COMGYG23H3CRABUT,63900.0,32990.0,5,7 Ratings,0 Reviews,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm164ec8e5bbb35?pid=COMGYG23H3CRABUT&lid=LSTCOMGYG23H3CRABUT1LZXC0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGYG23H3CRABUT.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Laptop,COMHFG63BRFVGXHW,50843.0,36175.0,4.6,5 Ratings,0 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,https://www.flipkart.com/hp-fq-series-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fq5326tu-laptop/p/itme9a2532043dc2?pid=COMHFG63BRFVGXHW&lid=LSTCOMHFG63BRFVGXHWKLCTML&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMHFG63BRFVGXHW.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP ENVY AMD Ryzen 5 Hexa Core 8640HS - (16 GB/512 GB SSD/Windows 11 Home) 14-fa0038AU Thin and Light L...,COMGYFMD3GYK34ZS,99148.0,84490.0,2.3,3 Ratings,0 Reviews,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite warranty,https://www.flipkart.com/hp-envy-amd-ryzen-5-hexa-core-8640hs-16-gb-512-gb-ssd-windows-11-home-14-fa0038au-thin-light-laptop/p/itm2e233fa96fd90?pid=COMGYFMD3GYK34ZS&lid=LSTCOMGYFMD3GYK34ZSW2MI3C&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKeFBDlTXan9BmX8yjL3fLHWM9g3a153OBDzvrjQ1sPEtevN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,COMGZKGGAHZBA3WY,93999.0,59990.0,4.3,"1,098 Ratings",108 Reviews,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/acer-swift-go-14-evo-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-58ub-thin-light-laptop/p/itm0a080194d6dd1?pid=COMGZKGGAHZBA3WY&lid=LSTCOMGZKGGAHZBA3WYWOBYJC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_9&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGZKGGAHZBA3WY.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,COMGHAGN3U9FJH39,44783.0,35490.0,4.3,"4,029 Ratings",466 Reviews,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/hp-laptop-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2212au-thin-light/p/itmedd9f415e3db2?pid=COMGHAGN3U9FJH39&lid=LSTCOMGHAGN3U9FJH399DGAOY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGHAGN3U9FJH39.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
ASUS TUF Gaming A15 (2024) AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graph...,COMGZW3FGTJMSNNM,143990.0,124990.0,NIL,NIL,NIL,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,https://www.flipkart.com/asus-tuf-gaming-a15-2024-amd-ryzen-7-octa-core-8845hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-fa507uv-lp136ws-laptop/p/itmc24095b76dd1c?pid=COMGZW3FGTJMSNNM&lid=LSTCOMGZW3FGTJMSNNMVOEXN8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKdXVZWKPkGcUq1rIwpGjnXpWVofuQm26y0jLU_kMc2GWGaRs4JL222ZRV-dN99QnxU%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
ASUS TUF Gaming A15 (2024) AMD Ryzen 9 Octa Core 8945H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,COMGZW3F57BZCGQC,171990.0,142990.0,NIL,NIL,NIL,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,https://www.flipkart.com/asus-tuf-gaming-a15-2024-amd-ryzen-9-octa-core-8945h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-fa507ui-lp066ws-laptop/p/itm97933fa0d95f2?pid=COMGZW3F57BZCGQC&lid=LSTCOMGZW3F57BZCGQC0VBADM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKfvlEWxpTvZAs1dHSaEym8gZpg0tngn6u47zmmD4yg4SK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,COMGFRHGDB9G3Z9C,59109.0,42990.0,4.3,"3,246 Ratings",255 Reviews,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2182au-thin-light-laptop/p/itm2f070129053ed?pid=COMGFRHGDB9G3Z9C&lid=LSTCOMGFRHGDB9G3Z9CBGKRA6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGFRHGDB9G3Z9C.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,COMGWYWD7GTFGFQH,47554.0,32490.0,4.3,320 Ratings,13 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows1 year Domestic warranty,https://www.flipkart.com/hp-250-g9-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-business-laptop/p/itmaeab3e70c465d?pid=COMGWYWD7GTFGFQH&lid=LSTCOMGWYWD7GTFGFQHB1QNTB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGWYWD7GTFGFQH.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
CHUWI Intel Core i5 10th Gen 1035G1 - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,COMGVGAWPAQFKPJZ,49990.0,24990.0,4.2,156 Ratings,28 Reviews,"Intel Core i5 Processor (10th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",https://www.flipkart.com/chuwi-intel-core-i5-10th-gen-1035g1-16-gb-512-gb-ssd-windows-11-home-corebook-x-grey-laptop/p/itm575d2115bdd15?pid=COMGVGAWPAQFKPJZ&lid=LSTCOMGVGAWPAQFKPJZCYW6TC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGVGAWPAQFKPJZ.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
Lenovo V15 FHD AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) v15 G4 Business Laptop,COMGZXHQZQPQ2R8D,50000.0,40990.0,4.5,13 Ratings,2 Reviews,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year,https://www.flipkart.com/lenovo-v15-fhd-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-g4-business-laptop/p/itm6d6cfd664548d?pid=COMGZXHQZQPQ2R8D&lid=LSTCOMGZXHQZQPQ2R8DUQDQIP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGZXHQZQPQ2R8D.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,COMGYSGNZVWFAHGH,139990.0,124990.0,NIL,NIL,NIL,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Carry-in Warranty,https://www.flipkart.com/msi-sword-16-hx-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-b14vekg-210in-gaming-laptop/p/itmb5d46836305b5?pid=COMGYSGNZVWFAHGH&lid=LSTCOMGYSGNZVWFAHGHDA1BCE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKeqt9M1EALrGdxdElEg2QFTc4iQ8e9SmKG4D_hq2sMdyvKSJvID5C-RdFfAlzwDiqI%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
MSI Prestige 16 AI Studio Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) Pre...,COMGXMTAHXSHTQGD,212990.0,189990.0,NIL,NIL,NIL,Intel Core Ultra 9 Processor32 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display2 Year Carry-in Warranty,https://www.flipkart.com/msi-prestige-16-ai-studio-intel-core-ultra-9-185h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-b1vfg-thin-light-laptop/p/itme85913768e213?pid=COMGXMTAHXSHTQGD&lid=LSTCOMGXMTAHXSHTQGDPGXCPJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKdxx9nQCQblqf9UezzSWc5h1CtVDeD5zanw6aDwK3y488srgPW5YLzJU0_H6_RHKR0%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / ...,COMGMV6VQPNPGCBW,44990.0,29990.0,4.3,553 Ratings,65 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-c12m-445in-c12mo-1022in-thin-light-laptop/p/itmb89b094346d15?pid=COMGMV6VQPNPGCBW&lid=LSTCOMGMV6VQPNPGCBWBS1ZKN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGMV6VQPNPGCBW.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,COMGZVGHE9QU8C6M,51266.0,36990.0,4.2,"3,102 Ratings",221 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/hp-2023-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGZVGHE9QU8C6M.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP ENVY AMD Ryzen 7 Octa Core 8840HS - (16 GB/512 GB SSD/Windows 11 Home) 14-fa0052AU Thin and Light L...,COMGYFMD66TCWZVZ,110389.0,94490.0,NIL,NIL,NIL,AMD Ryzen 7 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen Display1 Year Onsite warranty,https://www.flipkart.com/hp-envy-amd-ryzen-7-octa-core-8840hs-16-gb-512-gb-ssd-windows-11-home-14-fa0052au-thin-light-laptop/p/itmc605ef0a8eacd?pid=COMGYFMD66TCWZVZ&lid=LSTCOMGYFMD66TCWZVZZTCOF7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKfnbdF2K5MC5GakLBjvAEVOw9yVoxGLMMacOHsaqZZtVcDbPjpExlWhmpgUQnOg2ao%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
MSI Claw Intel Core Ultra 5 135H - (16 GB/512 GB SSD/Windows 11 Home) Claw A1M-219IN Handheld Gaming P...,COMGYSGNZPPUZJSU,88990.0,64990.0,NIL,NIL,NIL,Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD17.78 cm (7 Inch) Touchscreen Display1 Year Carry-in Warranty,https://www.flipkart.com/msi-claw-intel-core-ultra-5-135h-16-gb-512-gb-ssd-windows-11-home-a1m-219in-handheld-gaming-pc/p/itmee7a5402a73d7?pid=COMGYSGNZPPUZJSU&lid=LSTCOMGYSGNZPPUZJSUKLSF1R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=en_1zeRTDUPYWrbXDGhj1LiWt7K-6YQDHgp9GfHOuC1EKdQ1O04uYGifEkQVvTlMcIIsvqQxiC-d-cl9jFd2VLKjWJMZAJirnjvZRqZ0WhE16A%3D&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,COMGBH9JDPVGD8BH,54551.0,39490.0,4.3,"7,151 Ratings",559 Reviews,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty",https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itmd57b41ed8750a?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953...,COMGZKHQ8BXZFBUT,56990.0,36990.0,4.3,"3,696 Ratings",315 Reviews,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-2024-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej953ws-thin-light-laptop/p/itm3b11f9400fcd8?pid=COMGZKHQ8BXZFBUT&lid=LSTCOMGZKHQ8BXZFBUTEXWMPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_1_na_na_na&fm=organic&iid=b4a86210-9e9b-4e91-a367-4366e6f6213d.COMGZKHQ8BXZFBUT.SEARCH&ppt=None&ppn=None&ssid=nuw73oe51c0000001722739331669&qH=312f91285e048e09
